,row,column,tcid,tbid,created_at,user_agent,total_events,session_duration_s,total_scroll_depth,max_scroll_depth,TOUCH_START_count,SCROLL_count,RESIZE_count,VISIBILITY_CHANGE_count
1026,575,7,d8c08e6a-c9b3-49b6-b737-9a62794289c7,582eec30-ac53-40fd-b6b9-f723eb359e5a,2025-02-26 19:45:24.817,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",623,2249.917,681401.0,29365.0,198,67,22,9
1027,575,8,d8c08e6a-c9b3-49b6-b737-9a62794289c7,582eec30-ac53-40fd-b6b9-f723eb359e5a,2025-02-26 19:45:31.769,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",623,2249.917,681401.0,29365.0,198,67,22,9
1028,575,9,d8c08e6a-c9b3-49b6-b737-9a62794289c7,70c112b3-1012-42a3-9c25-eb2f0c98c329,2025-02-27 09:09:57.506,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",107,4107.742,22100.0,4572.0,41,14,6,7
1029,575,10,d8c08e6a-c9b3-49b6-b737-9a62794289c7,70c112b3-1012-42a3-9c25-eb2f0c98c329,2025-02-27 09:10:59.613,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",107,4107.742,22100.0,4572.0,41,14,6,7
1030,575,11,d8c08e6a-c9b3-49b6-b737-9a62794289c7,8214019b-7c70-430e-95f1-37102b85bb27,2025-02-27 09:11:09.327,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",54,52.133,395.0,336.0,17,3,2,3
1031,575,12,d8c08e6a-c9b3-49b6-b737-9a62794289c7,bdc0e94f-bd79-42bb-acc9-0f2beb18d222,2025-02-27 09:12:06.951,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",52,110.622,2608.0,902.0,17,8,7,3
1032,575,13,d8c08e6a-c9b3-49b6-b737-9a62794289c7,70c112b3-1012-42a3-9c25-eb2f0c98c329,2025-02-27 10:18:07.893,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",107,4107.742,22100.0,4572.0,41,14,6,7
1033,576,0,fcf87e17-2708-4f57-9d95-85324e2835d8,a94fb55c-0d0d-429e-885e-013d87533573,2025-02-25 20:18:17.346,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",118,88.47,185.14285278320312,92.57142639160156,31,4,3,2
1034,577,0,ac4b8cd1-fdec-48da-a5f2-0e31c96893e0,4ac84244-a92e-4592-a6d8-c55202ce9bcf,2025-02-25 19:12:27.218,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,19,17.445,3468.0,1224.0,0,5,0,1
1035,577,1,ac4b8cd1-fdec-48da-a5f2-0e31c96893e0,112b4b91-727c-43c1-a621-af49d1cf80c2,2025-02-25 19:12:42.506,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,14,5.502,3194.0,1664.0,0,3,0,1
1036,577,2,ac4b8cd1-fdec-48da-a5f2-0e31c96893e0,14f0fdc5-73eb-42e0-a9da-6f187640925e,2025-02-25 19:12:47.827,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,46,20.516,9690.0,2040.0,0,12,0,1
1037,577,3,ac4b8cd1-fdec-48da-a5f2-0e31c96893e0,d79fcadd-c9ed-43a4-b0f7-1ffe9bf6a257,2025-02-25 19:13:09.831,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,30,162.337,4386.0,1428.0,0,4,0,1
1038,578,0,b878b54b-49aa-486a-b8ee-ebe06b4ab109,cae053f3-8f0f-4efb-8858-1ef099f0097a,2025-02-25 13:37:52.131,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",273,127.076,109049.5,9091.0,128,44,5,0
1039,579,0,6769cc79-e27c-4ec5-87d2-b362e5f24f98,7ad2f322-9051-4501-888d-d530ffaf1367,2025-02-25 17:15:04.914,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",173,1340.766,10400.0,2200.0,0,8,0,2
1040,579,1,6769cc79-e27c-4ec5-87d2-b362e5f24f98,48b3c560-77b3-432a-9ee1-66690a623d23,2025-02-25 17:16:28.543,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",25,12.45,0.0,0.0,0,0,0,0
1041,579,2,6769cc79-e27c-4ec5-87d2-b362e5f24f98,b4f54284-e533-4d8b-9032-23ed3c80a984,2025-02-25 17:16:51.951,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",87,1243.415,3800.0,1300.0,0,6,0,2
1042,579,3,6769cc79-e27c-4ec5-87d2-b362e5f24f98,3106ef28-a211-4978-9677-b07f3b6859c9,2025-02-25 17:37:46.722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",886,2895.615,481459.0,15500.0,0,103,0,11
1043,579,4,6769cc79-e27c-4ec5-87d2-b362e5f24f98,04e1c22b-84d8-4627-b85d-6fe46aa930a8,2025-02-25 17:52:19.925,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",105,2013.44,500.0,500.0,0,2,0,4
1044,579,5,6769cc79-e27c-4ec5-87d2-b362e5f24f98,278f192f-b8af-4e39-a4e9-34221cf59247,2025-02-25 17:52:57.357,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",38,10.014,300.0,300.0,0,1,0,0
1045,579,6,6769cc79-e27c-4ec5-87d2-b362e5f24f98,122e0fd9-e5d9-446a-993b-e57e2a767e1f,2025-02-25 18:00:30.874,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",55,20.621,0.0,0.0,0,0,0,2
1046,579,7,6769cc79-e27c-4ec5-87d2-b362e5f24f98,aea1e692-25c2-40f7-a0ca-da15ddf20773,2025-02-25 18:01:07.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",29,10.031,300.0,300.0,0,1,0,0
1047,579,8,6769cc79-e27c-4ec5-87d2-b362e5f24f98,bf8f56bf-b65a-4816-a837-fc1e4230e17a,2025-02-25 18:01:35.006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",77,18.641,400.0,300.0,0,2,0,0
1048,579,9,6769cc79-e27c-4ec5-87d2-b362e5f24f98,1edf1c85-6907-459c-a94d-904faeb79990,2025-02-25 18:02:37.314,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",23,7.335,0.0,0.0,0,0,0,0
1049,579,10,6769cc79-e27c-4ec5-87d2-b362e5f24f98,94d044d1-5b3d-42b6-959a-bb1fef211a65,2025-02-25 18:16:07.854,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",110,697.045,49400.0,7300.0,0,16,0,5
1050,579,11,6769cc79-e27c-4ec5-87d2-b362e5f24f98,92dc263c-a9b3-4b00-8cfc-53a7277caa95,2025-02-25 18:19:11.517,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",89,55.958,182500.0,13200.0,0,27,0,0
1051,580,0,826a96ec-4d12-47ae-84df-3ac492d5c513,c9d1b16a-2c0a-4c66-a1b9-332d4e4b1bca,2025-02-25 10:35:59.659,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",97,52.373,41162.3330078125,6227.66650390625,56,9,2,1
1052,580,1,826a96ec-4d12-47ae-84df-3ac492d5c513,ed197ad8-3658-4113-9805-4beabbeb5743,2025-02-26 22:32:41.885,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",1023,345.904,327988.9998855591,19362.666015625,520,105,19,0
1053,580,2,826a96ec-4d12-47ae-84df-3ac492d5c513,ed197ad8-3658-4113-9805-4beabbeb5743,2025-02-26 22:32:47.391,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",1023,345.904,327988.9998855591,19362.666015625,520,105,19,0
1054,581,0,4f7415db-ff15-40c9-8fb3-ca60abb91c2b,e945ad5c-7958-4a0f-a3a7-c567eacb1460,2025-02-25 19:39:38.689,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36,gzip(gfe);GoogleHypersonic",25,7.051,4097.090881347656,1892.3636474609375,12,4,3,0
1055,582,0,173be900-21dc-4f5f-a19c-05860657b0f6,01e1ea8e-9950-4d79-beac-5d0d14790669,2025-02-25 06:39:30.769,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",48,16.199,335.0,335.0,26,1,4,0
1056,582,1,173be900-21dc-4f5f-a19c-05860657b0f6,878046b6-e878-467e-b798-1ee3b73f22bb,2025-02-26 15:36:57.668,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",51,22.205,4878.0,1211.0,18,9,6,0
1057,582,2,173be900-21dc-4f5f-a19c-05860657b0f6,878046b6-e878-467e-b798-1ee3b73f22bb,2025-02-26 15:37:03.247,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",51,22.205,4878.0,1211.0,18,9,6,0
1058,582,3,173be900-21dc-4f5f-a19c-05860657b0f6,2023b167-8e5f-4c84-b66c-1d14fd1f5036,2025-03-01 08:06:47.673,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",117,101.369,23788.0,2604.0,25,17,17,0
1059,582,4,173be900-21dc-4f5f-a19c-05860657b0f6,2023b167-8e5f-4c84-b66c-1d14fd1f5036,2025-03-01 08:06:53.085,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",117,101.369,23788.0,2604.0,25,17,17,0
1060,582,5,173be900-21dc-4f5f-a19c-05860657b0f6,ca3b1c50-72e9-4ec9-ad0a-dd24ec6fa313,2025-03-03 11:11:04.982,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",68,64.021,391.0,306.0,36,3,9,2
1061,582,6,173be900-21dc-4f5f-a19c-05860657b0f6,ca3b1c50-72e9-4ec9-ad0a-dd24ec6fa313,2025-03-03 11:11:10.354,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",68,64.021,391.0,306.0,36,3,9,2
1062,583,0,09424d0f-3df0-4fe7-b38a-ea745c84d864,f9878134-94c9-4a29-9613-70061c146c08,2025-02-25 16:33:58.118,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",22,16.624,3720.0,1298.0,10,3,2,0
1063,584,0,b81ce463-36a8-45c1-b959-9fc6f84f39ad,e3c63d10-1d18-45c4-8a24-191c00db1f43,2025-02-25 13:56:58.980,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",2,0.051,0.0,0.0,0,0,0,2
1064,585,0,e6a49d20-d3ec-4572-b73b-064c8ff8cd85,5d25a08e-e787-4e95-91c5-e075f00c9958,2025-02-25 06:36:08.479,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",68,17.519,58022.33349609375,10294.3330078125,28,9,1,0
1065,586,0,c100de54-405a-4118-b680-6afe2cea4a08,ca94b7cb-8928-429e-941a-09cb0c7d0fc3,2025-02-25 13:32:20.415,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",184,153.391,15416.000064849854,7261.45458984375,108,7,5,2
1066,586,1,c100de54-405a-4118-b680-6afe2cea4a08,1d1a1502-4e30-4795-8276-82c193ab5a1f,2025-02-25 13:35:26.781,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",178,54.417,62885.45492553711,6601.818359375,83,19,7,0
1067,586,2,c100de54-405a-4118-b680-6afe2cea4a08,1914cbf8-5c22-40db-b67b-34bec1562f7e,2025-02-25 13:38:45.247,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",48,248.057,17387.63671875,2576.0,17,7,5,3
1068,586,3,c100de54-405a-4118-b680-6afe2cea4a08,2833dfba-d316-4829-909e-3d26920caf96,2025-02-25 14:24:33.871,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",209,168.082,17064.363807678223,1065.0909423828125,80,28,10,2
1069,586,4,c100de54-405a-4118-b680-6afe2cea4a08,2833dfba-d316-4829-909e-3d26920caf96,2025-02-25 14:24:39.364,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",209,168.082,17064.363807678223,1065.0909423828125,80,28,10,2
1070,586,5,c100de54-405a-4118-b680-6afe2cea4a08,20cc642d-5ac2-400e-85e3-c05c67cf56f7,2025-02-25 17:33:26.232,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",573,645.734,125499.27173614502,7601.45458984375,258,64,17,7
1071,586,6,c100de54-405a-4118-b680-6afe2cea4a08,20cc642d-5ac2-400e-85e3-c05c67cf56f7,2025-02-25 17:33:53.766,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",573,645.734,125499.27173614502,7601.45458984375,258,64,17,7
1072,586,7,c100de54-405a-4118-b680-6afe2cea4a08,22fca9d7-1652-4a6f-b205-fcafd40bceef,2025-02-25 17:53:39.185,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",291,1648.969,26703.272491455078,8110.54541015625,112,23,11,7
1073,586,8,c100de54-405a-4118-b680-6afe2cea4a08,88fe728a-84aa-481e-927c-abb9a4d5c8f2,2025-02-25 21:04:36.773,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",29,11.454,2915.6362915039062,2677.818115234375,11,3,1,1
1074,586,9,c100de54-405a-4118-b680-6afe2cea4a08,88fe728a-84aa-481e-927c-abb9a4d5c8f2,2025-02-25 21:04:42.223,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",29,11.454,2915.6362915039062,2677.818115234375,11,3,1,1
1075,587,0,e760ce18-2d56-4542-b859-3a7cab712218,074be068-1d38-48d1-a606-cc307e950647,2025-02-25 06:45:48.317,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",6,1.915,3282.0,679.0,0,5,0,1
1076,588,0,d46c105a-fe98-4f10-83ec-cc476a2fa6ad,3b304cae-b54a-4336-af67-a3b2875a3049,2025-02-25 13:29:12.091,"Mozilla/5.0 (Linux; Android 12; Redmi Note 9 Pro Build/SKQ1.211019.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.81 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/500.0.0.57.50;IABMV/1;]",36,7.487,911.6363754272461,522.5454711914062,18,3,0,0
1077,589,0,1ae83806-ad7c-4c8c-8475-d9f10c82d532,ecd47807-adf1-49db-9a73-783ee5346155,2025-02-25 21:24:42.301,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",48,17.397,6225.18522644043,1603.25927734375,22,9,2,0
1078,590,0,208199a6-94e4-4667-90f1-5ce130b43a39,51a89de0-4a46-4d45-97ea-6e18417f12c2,2025-02-25 16:26:59.356,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",441,135.057,14871.333404541016,1238.3333740234375,173,45,24,0
1079,590,1,208199a6-94e4-4667-90f1-5ce130b43a39,3f46eba8-36a1-46cd-9555-b3f933031bf4,2025-02-25 16:33:57.255,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",337,127.529,5598.333339691162,532.3333129882812,133,35,17,1
1080,591,0,e026ab32-ca45-4392-adf4-ea04e274b965,e2931b93-ca3d-4db9-9067-6d407d370b81,2025-02-25 19:46:29.358,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",34,157.995,1584.0,822.0,10,3,3,7
1081,592,0,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,5623d372-3db7-49ec-8652-6df602da1cbe,2025-02-25 06:59:02.701,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",354,177.698,3100.0,1300.0,0,8,0,6
1082,592,1,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,17045feb-2128-4168-ae2c-6b7e3172f93e,2025-02-26 06:19:39.713,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",424,4581.196,63836.0,5000.0,0,28,2,90
1083,592,2,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,17045feb-2128-4168-ae2c-6b7e3172f93e,2025-02-26 06:27:08.340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",424,4581.196,63836.0,5000.0,0,28,2,90
1084,592,3,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,45e82d7a-675b-4d82-a83c-f0613de568d4,2025-02-27 06:14:32.964,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",287,5399.33,40100.0,3300.0,0,23,0,28
1085,592,4,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,45e82d7a-675b-4d82-a83c-f0613de568d4,2025-02-27 06:14:39.003,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",287,5399.33,40100.0,3300.0,0,23,0,28
1086,592,5,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,45e82d7a-675b-4d82-a83c-f0613de568d4,2025-02-27 06:57:28.043,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",287,5399.33,40100.0,3300.0,0,23,0,28
1087,592,6,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,45e82d7a-675b-4d82-a83c-f0613de568d4,2025-02-27 07:44:26.725,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",287,5399.33,40100.0,3300.0,0,23,0,28
1088,592,7,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,415b7984-dff3-41bc-9824-cc205259779b,2025-02-28 05:59:10.142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",253,1869.579,8900.0,2100.0,0,11,0,9
1089,592,8,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,415b7984-dff3-41bc-9824-cc205259779b,2025-02-28 05:59:23.762,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",253,1869.579,8900.0,2100.0,0,11,0,9
1090,592,9,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,defc4634-824a-4bcf-990a-b80560039529,2025-02-28 06:31:02.516,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",15,11.344,4100.0,2400.0,0,3,0,2
1091,592,10,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,e435a1de-49e2-4281-a002-45c6fa016506,2025-02-28 06:33:10.371,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",691,3606.477,186943.0,11200.0,0,48,0,7
1092,592,11,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,24b8e5a0-b14e-4c53-8219-1afa250ec710,2025-02-28 07:06:06.190,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",41,1628.115,0.0,0.0,0,0,0,4
1093,592,12,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,f55ff01e-0659-4774-8bd0-3722ce7a5bd4,2025-02-28 07:06:15.623,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",10,6836.864,0.0,0.0,0,0,2,5
1094,592,13,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,f55ff01e-0659-4774-8bd0-3722ce7a5bd4,2025-02-28 09:02:40.546,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",10,6836.864,0.0,0.0,0,0,2,5
1095,592,14,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,0755e2f6-ade0-4190-a4f9-90d311cb14bc,2025-02-28 09:36:31.152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",880,5951.118,99259.9999961853,4600.0,0,76,0,69
1096,592,15,bab5fc1d-352f-4a0b-945f-b7acda8a02c9,0755e2f6-ade0-4190-a4f9-90d311cb14bc,2025-02-28 09:36:36.747,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",880,5951.118,99259.9999961853,4600.0,0,76,0,69
1097,593,0,1f78c593-e93f-44a3-92af-db0ebe568954,ca6304f1-23b7-48c0-8d38-7317a749e754,2025-02-25 15:23:45.804,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 [FBAN/FBIOS;FBAV/501.0.0.49.107;FBBV/699723644;FBDV/iPhone15,3;FBMD/iPhone;FBSN/iOS;FBSV/18.3.1;FBSS/3;FBID/phone;FBLC/el_GR;FBOP/5;FBRV/701319723;IABMV/1]",29,16.303,8229.0,2622.0,10,5,3,1
1098,594,0,d45b8286-da66-4f9b-b464-8f644a871a9d,22db2141-3c8b-4470-80ef-e05129208d00,2025-02-25 05:38:36.337,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 OPR/87.0.0.0",41,31.145,5287.272705078125,1955.6363525390625,14,5,6,3
1099,595,0,1aa8fc62-a5c6-4760-9d26-cf988882d910,7d6b7b2a-f7e6-44c5-91ec-86ddb9030ff2,2025-02-25 14:28:10.153,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",53,28.459,12.0,12.0,30,2,3,2
1100,596,0,642ff69b-3880-4416-be39-e4304122bd5b,afdf8b5d-17ec-4d61-b3f9-c97ca6c5717f,2025-02-25 20:00:38.944,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",51,55.209,15431.0,5330.0,21,6,7,2
